Date,Country,Location,Region,Operator,Wireline Company,Well,Mud,Open Hole /Cased Hole,Bit size / Csg size [inches],Depth [m],Temperature (degC),Deviation,Dif. Pressure [psi],DLS          [deg/30m],Main Application,Toolstring,Probe/Coring Bit Orientation,System,Jar included in the Toolstring,Successful ,Unsuccessful - Downhole Conditions,Unsuccessful - Wrong Setup,Jar Activation,Remarks,Hole Size Group,Depth Group,Temperature Group,Deviation Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-21,Australia,Moomba,APAC,Beach Energy,SLB,Lowry south 1,WBM,OH,8.5,2836,,20,,,Differential sticking,MDT,Probe-UP,Wireline Express,NO,1,0,0,N/A,Successful job. Reached TD seemlessly,8-10,2000m-4000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-21,USA,Ft Morgan,NAM,University of Utah,SLB,Forge-16A,WBM,CH,5.92,3274,219,69,,13.6,Deviation,QSLT-Expro Caliper,,Wireline Express (In-Line),NO,1,0,0,N/A,"Did not mobilize Flex joints, but the run went down smootly still.  Location attempted to run without taxis previously but could not get down.",<8,2000m-4000m,>150degC,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-21,USA,Bakersfield,NAM,PCEC,SLB,Newlove-216RD1,WBM,OH,7.875,488,,68,,11.0,Deviation,ADT-PEX,,Wireline Express (In-Line),NO,1,0,0,N/A,Ran toolstring completely stiff with max dog leg of 11. (3 taxis) .  Went down smoothly through the dog leg and tangent,<8,<2000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,UK,Aberdeen,EUR,Chrysoar,SLB,Talbot,SOBM,OH,9.5,2089, ,32,,,Stick-slip,MSIP-XPT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successful job. No issues,8-10,2000m-4000m,>150degC,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,UK,Aberdeen,EUR,Chrysoar,SLB,Talbot,SOBM,OH,9.5,3394,,32,,,Differential sticking,MDT,Probe-DOWN,Wireline Express,YES,0,0,Human error at Wellsite,NO,MDT dropped from surface - broken weakpoint. Toolstring fished and no damage to Petromac equipment,8-10,2000m-4000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1011,SOBM,OH,9.25,4095,,70,,4.3,Deviation,AIT-DSI-EMS,,Wireline Express,NO,1,0,0,N/A,Some stick-slip mainly due to PPC(Level 2). Smooth otherwise,8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1011,SOBM,OH,9.25,4095,,70,,4.3,Deviation,NEXT-PEX-HNGS,,Wireline Express,NO,1,0,0,N/A,Tagged shallower. Smooth job,8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1011,SOBM,OH,9.25,4095,,70,,4.3,Deviation,CMR,,Wireline Express,NO,1,0,0,N/A,Smooth job,8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Guyana,San Fernando,LAM,EXXON MOBIL,SLB,PINKTAIL-1ST,SOBM,OH,12.25,6182,,25,,,Ledges,NGI-MSIP-HNGS,,Wireline Express,NO,1,0,0,N/A,Successful job.,12-14,6000m-8000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Guyana,San Fernando,LAM,EXXON MOBIL,SLB,PINKTAIL-1ST,SOBM,OH,12.25,6182,,25,,,Ledges,MDT,Probe-DOWN,Wireline Express,NO,1,0,0,N/A,Successful job.,12-14,6000m-8000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Guyana,San Fernando,LAM,EXXON MOBIL,SLB,PINKTAIL-1ST,SOBM,OH,12.25,6182,,25,,,Ledges,NEXT-CMR,,Wireline Express,NO,1,0,0,N/A,Successful job.,12-14,6000m-8000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Guyana,San Fernando,LAM,EXXON MOBIL,SLB,PINKTAIL-1ST,SOBM,OH,12.25,6182,,25,,,Ledges,XL-Rock,Bit-DOWN (30 deg),Wireline Express,NO,1,0,0,N/A,Successful job. 92% recovery rate (46/50),12-14,6000m-8000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3,SOBM,OH,12.25,5443,,19,,,Differential sticking,MDT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successful job.,12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3,SOBM,OH,12.25,5443,,19,,,Differential sticking,MDT (IPTT),Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successful job.,12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3,SOBM,OH,12.25,5443,,19,,,Differential sticking,XL-Rock,Bit-DOWN (30 deg),Wireline Express,YES,1,0,0,NO,Successful job. 87% recovery rate (47/53),12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3,SOBM,OH,12.25,5443,,19,,,Differential sticking,MDT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successful job.,12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Kuwait,Ahmadi,MEA,KOC,HAL,RA-881,SOBM,OH,12.25,2575,,52,,2.5,Deviation,ACRT-ICT-SDLT-DSNT-GTET,,Wireline Express,NO,1,0,0,N/A,Smooth job,12-14,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Kuwait,Ahmadi,MEA,KOC,HAL,RA-881,SOBM,OH,12.25,2575,,52,,2.5,Deviation,RDT-PP,Probe-UP,Wireline Express,NO,0,Hung-Up - Bridge,0,N/A,Held up 100ft short of TD. Job Cancelled.,12-14,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,SAHB-81,SOBM,OH,5.875,6400,157,85,,7.5,Tractor Assist,UltraTrac-MSIP,,Wireline Express (In-Line),NO,1,0,0,N/A,Tool stropped by gravity at 17345ft. 3655ft of tractoring. 91deg deviation at places. MSIP failed after some time. To be rerun,<8,6000m-8000m,>150degC,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,SAHB-81,SOBM,OH,5.875,6400,157,85,,7.5,Tractor Assist,UltraTrac-QAIT-NEXT-HNGS,,Wireline Express (In-Line),NO,1,0,0,N/A,Stopped 600ft short of TD. Wiper trip found blockage at the depth,<8,6000m-8000m,>150degC,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,SAHB-81,SOBM,OH,5.875,6400,157,85,,7.5,Tractor Assist,UltraTrac-HLDS-QCNT-NEXT-HNGS,,Wireline Express (In-Line),NO,0,Unknown,0,N/A,Stopped at 20330ft. Logged up. Next run TLC completed without any issues,<8,6000m-8000m,>150degC,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,USA,Larose,NAM,Beacon,SLB,Tabasco 2,SOBM,OH,14.5,4262,,33,,2.0,Differential sticking,MDT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Smooth Job,14-16,4000m-6000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,USA,Larose,NAM,Beacon,SLB,Tabasco 2,SOBM,OH,12.25,4808,,33,,2.0,Differential sticking,MDT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Smooth Job,12-14,4000m-6000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,UK,Aberdeen,EUR,ITHACA,SLB,FAE 22-1B,SOBM,OH,8.5,3368, ,53,,,Deviation,UBI-HNGS-NGI,,Wireline Express,YES,1,0,0,NO,Successful job. No issues,8-10,2000m-4000m,>150degC,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-21,UK,Aberdeen,EUR,ITHACA,SLB,FAE 22-1B,SOBM,OH,8.5,3368, ,53,,,Deviation,MDT Saturn,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successful job. No issues,8-10,2000m-4000m,>150degC,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SUK-0007,SOBM,OH,6,5560,,55,,5.9,Deviation,AIT-MSIP,,Wireline Express (In-Line),NO,1,0,0,N/A,No HF. Poor borehole conditions. Struggled to get down.,<8,4000m-6000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SUK-0007,SOBM,OH,6,5560,,55,,5.9,Deviation,NEXT-TLD-APS-ADT,,Wireline Express (In-Line),NO,1,0,0,N/A,Used ROBN. Poor borehole conditions. Better than Run 1 but still Struggled to get down.,<8,4000m-6000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SUK-0007,SOBM,OH,6,5560,,55,,5.9,Deviation,UBI-NGI,,Wireline Express (In-Line),NO,1,0,0,N/A,Stopped 300ft short of TD. Lots of heldups. Some stick-slip but better than expected,<8,4000m-6000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SUK-0007,SOBM,OH,6,5560,,55,,5.9,Deviation,CMR,,Wireline Express (In-Line),NO,1,0,0,N/A,Slightly deeper but still didnt make to TD. Smooth log with no stick-slip,<8,4000m-6000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,DMMM-603,SOBM,CH,9.625,3730,,84,,3.8,Tractor Assist,UltraTRAC - IBC - CBL,,Wireline Express,NO,1,0,0,N/A,Successful job but Higher ECCE than usual. To investigate further,8-10,2000m-4000m,<110,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,HAL,UR-13,SOBM,OH,9.25,4930,,68,,3.2,Deviation,ACRT-ICT-WSTT-IDT-GTET,,Wireline Express,YES,1,0,0,NO,"After reaching TD at 68 deg, observed many overpulls while logging up. Got stuck twice and free with MSP.",8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,BG-1733,SOBM,OH,6.5,4027,,35,,,Differential sticking,PPC-EMM-NGI(slim)-MSIP-AIT,,Wireline Express (In-Line),NO,1,0,0,N/A,No HF. Smooth job,<8,4000m-6000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,BG-1733,SOBM,OH,6.5,4027,,35,,,Differential sticking,PEX-HNGS,,Wireline Express (In-Line),NO,1,0,0,N/A,,<8,4000m-6000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3ST,SOBM,OH,10.625,5289,,29,,,Sensor orientation,MDT,1 Probe-DOWN - 1 Probe-Horizontal,Wireline Express,YES,1,0,0,NO,"The Saturn hung up @ 5131 , when it was exiting the sand, so BHP decided to not go down to the depth they had planned.",10-12,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3ST,SOBM,OH,10.625,5289,,29,,,Sensor orientation,XL-Rock,Bit-DOWN (30 deg),Wireline Express,YES,1,0,0,NO,"Tool conveyed succesfully, but failed and had to be POOH to replace for backup",10-12,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3ST,SOBM,OH,10.625,5289,,29,,,Sensor orientation,XL-Rock,Bit-DOWN (30 deg),Wireline Express,YES,1,0,0,NO,Successful job. 92% recovery rate (46/50),10-12,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1019,SOBM,OH,9.25,4940,,75,,5.0,Deviation,PPC-EMM-MSIP-AIT,,Wireline Express,NO,1,0,0,N/A,Reached 75deg. And lost HTEN. Stopped shallow from TD but covered zone of interest.,8-10,4000m-6000m,<110,70-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1019,SOBM,OH,9.25,4940,,75,,5.0,Deviation,LithoScanner-PEX-HNGS,,Wireline Express,NO,1,0,0,N/A,Stopped shallower than previous run but covered zone of interest,8-10,4000m-6000m,<110,70-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-1019,SOBM,OH,9.25,4940,,50,,5.0,Deviation,CMR,,Wireline Express,NO,1,0,0,N/A,Toolstring got stuck twice during repeat. Toolstring was needlessly long and should be reduced,8-10,4000m-6000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,SMNH-1,SOBM,OH,5.875,6000,,85,,7.0,Tractor Assist,UltraTRAC-MSIP-AIT,,Wireline Express (In-Line),NO,0,1,0,N/A,Could not tractor beyond 16850ft. Job went to LWD after multiple attempts,0,4000m-6000m,<110,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,HAL,BH-187,SOBM,OH,8.5,2830,,47,,3.7,Deviation,ACRT-WSTT-IDT-SDLT-DSNT-GTET,,Wireline Express,YES,1,0,0,NO,,8-10,2000m-4000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,HAL,BH-187,SOBM,OH,8.5,2830,,47,,3.7,Deviation,RDT Sampling,Probe-UP,Wireline Express,YES,1,0,0,NO,Smooth job,8-10,2000m-4000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Iraq,Erbil,MEA,Genel,SLB,Sarta-5,WBM,OH,8.5,4400,,61,,,Deviation,FMI-HNGS-SonicScanner,,Wireline Express,YES,0,1,0,NO,RB = 10. Taxis installed upside down. Tool held up a few metres below casing shoe. SS-PPC run without wheels sailed past. FMI without wheels stopped at the same depth,8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Iraq,Erbil,MEA,Genel,SLB,Sarta-5,WBM,OH,8.5,4400,,61,,,Deviation,ADT-TLD-APS,,Wireline Express,YES,0,1,0,NO,Held up right outside the shoe. Went to TD without wheels and AHFC!,8-10,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,MHWZ-115102,SOBM,OH,8.375,6220,,85,,7.3,Tractor Assist,UltraTRAC-MSIP-AIT,,Wireline Express,NO,1,0,0,N/A,Smooth job. Some tractor slippage and lots of cable key seating,8-10,6000m-8000m,<110,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Saudi Arabia,Dammam,MEA,ARAMCO,SLB,MHWZ-115102,SOBM,OH,8.375,6220,,85,,7.3,Tractor Assist,UltraTRAC-PEX(Dual Density)-LithoScanner,,Wireline Express,NO,1,0,0,N/A,Smooth job. Some tractor slippage and lots of cable key seating,8-10,6000m-8000m,<110,>80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Kuwait,Ahmadi,MEA,KOC,SLB,UG-350,SOBM,OH,12.25,2780,,58,,4.3,Deviation,AIT-PEX-EMS,,Wireline Express,NO,1,0,0,N/A,,12-14,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Mexico,Reforma,LAM,PEMEX,HAL,Popte-1EXP,SOBM,OH,8.5,6614,,56,,1.5,Deviation,HFBI,,Wireline Express,YES,1,0,0,NO,Smooth Run.,8-10,6000m-8000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,USA,New Iberia,NAM,Murphy,HAL,Samurai 4,SOBM,OH,14.5,8774,,35,1700,2.0,Differential sticking,RDT (Sampling),Probe-UP,Wireline Express,YES,1,0,0,NO,Smooth job.  Got all 11 samples successfully,14-16,>8000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,USA,New Iberia,NAM,Murphy,HAL,Samurai 4,SOBM,OH,14.5,8774,,35,1700,2.0,Sensor orientation,Dual HRSCT,Bit-DOWN,Wireline Express,YES,1,0,0,NO,15/35 cores retrieved.  Formation is very hard.  Most likely due to inability to break the core.,14-16,>8000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,USA,New Iberia,NAM,Murphy,HAL,Samurai 4,SOBM,OH,14.5,8774,,35,1700,2.0,Differential sticking,HFBI-XMR,,Wireline Express,YES,1,0,0,NO,Smooth Run,14-16,>8000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,USA,New Iberia,NAM,Cantium,HAL,Cantium 92,SOBM,OH,9.875,2269,,40,3700,2.0,Differential sticking,RDT(Pressures),Probe-UP,Wireline Express,YES,1,0,0,NO,High differential pressure but very smooth job.,8-10,2000m-4000m,<110,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Mexico,Reforma,LAM,Hokchi,HAL,Hokchi-7DES,WBM,CH,7,3465,,53.5,,2.0,Deviation,CAST-CBL,,CA7,NO,1,0,0,N/A,"There was significant cement debris, but after several attempts the toolstring reached TD. ",<8,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Mexico,Reforma,LAM,Hokchi,HAL,Hokchi-7DES,WBM,CH,9.625,3034,,53.5,,2.0,Deviation,CBL,,Wireline Express,NO,1,0,0,N/A,Smooth Run,8-10,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-21,Mexico,Reforma,LAM,Hokchi,HAL,Hokchi-7DES,WBM,CH,7,3465,,53.5,,2.0,Deviation,CAST-CBL,,CA7,NO,1,0,0,N/A,Smooth Run.,<8,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-3ST01,SOBM,OH,10.625,5205,,29,,2.7,Sensor orientation,MDT,1 Probe-DOWN - 1 Probe-Horizontal,Wireline Express,YES,1,0,0,NO,Smooth Run.,10-12,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-930,SOBM,OH,9.25,4530,,45,,,Deviation,AIT-DSI-NGI-EMS,,Wireline Express,NO,1,0,0,N/A,TD@70deg. NGI taxis were not mobilized to the wellsite and tool stopped at 45degrees. Client decided to log up from there,8-10,4000m-6000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-930,SOBM,OH,9.25,4530,,45,,,Deviation,PEX-LithoScanner,,Wireline Express,NO,1,0,0,N/A,Stopped at 45 degree and logged up. Client did not want to attempt.,8-10,4000m-6000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,SLB,SA-930,SOBM,OH,9.25,4530,,45,,,Deviation,CMR,,Wireline Express,NO,1,0,0,N/A,Logged after a wiper trip,8-10,4000m-6000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Iraq,Erbil,MEA,Gulf Key Stone,SLB,SH-14,SOBM,OH,8.5,2740,,55,,,Deviation,AIT-DSI-TLD-APS-HNGS,,Wireline Express,NO,1,0,0,N/A,Multiple heldups on the way but got to TD,8-10,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Iraq,Erbil,MEA,Gulf Key Stone,SLB,SH-14,SOBM,OH,8.5,2740,,55,,,Deviation,CMR-LithoScanner,,Wireline Express,NO,1,0,0,N/A,Smooth run,8-10,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,HAL,UG-343,SOBM,OH,12.25,2650,,51,,8.8,Differential sticking,ACRT-ICT-SDLT-DSNT,,Wireline Express,NO,1,0,0,N/A,,12-14,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Qatar,Doha,MEA,Qatar Gas,SLB,,SOBM,CH,9.625,,,75,,,Deviation,IBC-CBL,,Wireline Express,NO,1,0,0,N/A,Client did not want to use centralizing wheels. Used just orienting wheels on a weight bar plus EDTC...,8-10,0,<110,70-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Saudi Arabia,Udaliyah,MEA,ARAMCO,SLB,HRDH-2307,SOBM,OH,5.875,3811,122,70,,4.0,Deviation,UltraTRAC-Quad,,Wireline Express (In-Line),YES,1,0,0,NO,Went to TD without tractoring,0,2000m-4000m,110degC-150degC,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Saudi Arabia,Udaliyah,MEA,ARAMCO,SLB,HRDH-1918,SOBM,OH,8.375,4063,,73,,,Tractor Assist,UltraTRAC-Quad(Dual Density),,Wireline Express,YES,1,0,0,NO,Dual density data needed more than the usual corrections?,8-10,4000m-6000m,<110,70-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,HAL,RA-720,WBM,OH,16,3950,,57,,,Deviation,ACRT-ICT-SDLT-DSNT-CSNG,,Wireline Express,NO,1,0,0,N/A,Smooth run,14-16,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Iraq,Erbil,MEA,HKN,SLB,ST-B7,WBM,OH,8.5,3550,,45,,4.0,Deviation,DSI-MCFL-PPC,,Wireline Express,NO,1,0,0,N/A,,8-10,2000m-4000m,<110,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Kuwait,Ahmadi,MEA,KOC,HAL,UN-398,WBM,OH,16,4000,,55,,3.3,Deviation,ACRT-ICT-SDLT-DSNT-CSNG,,Wireline Express,NO,1,0,0,N/A,,14-16,2000m-4000m,<110,50-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-4,SOBM,OH,12.25,5185,,19,,2.0,Sensor orientation,MDT,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Smooth Run.,12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-4,SOBM,OH,12.25,5185,,19,,2.0,Sensor orientation,MDT (IPTT),1 Probe-DOWN - 1 Probe-Horizontal,Wireline Express,YES,1,0,0,NO,Smooth Run.,12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-21,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,BONGOS-4,SOBM,OH,12.25,5185,,19,,2.0,Sensor orientation,XL-Rock,Bit-DOWN (30 deg),Wireline Express,YES,1,0,0,NO,Successful job. 76% recovery rate (31/41),12-14,4000m-6000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
